time,core_level,up_level,downcomer_level,pzr_level,sgin_level,sgbr_level,react_pow,pzr_heater,rcpin_vel,rcpout_vel,core_temp_1,core_temp_2,core_temp_3,core_temp_4,core_temp_5,core_temp_6,core_temp_7,core_temp_8,core_temp_9,core_temp_10,core_temp_11,core_temp_12,hot_leg_pres,sg_pres,return_pipe_flow,return_valve_flow,br_mfw_flow1,in_mfw_flow1,in_afw_flow1,br_lp_flow,in_lp_flow,heat_ex_flow_f,heat_ex_v_flow_f,heat_ex_f_flow_f,heat_ex_flow_i,heat_ex_v_flow_i,heat_ex_f_flow_i,afw_intact_flow,sg_junction_flow,sg_jun_172_flow,sg_jun_176_flow,sg_bottom_flow,sg_bottom_flow_2,cr_ex_temp_g,cr_ex_temp_f,cr_en_temp_g,cr_en_temp_f,btm_pool_temp_f,top_pool_temp_f,mid_pool_temp_f,top_pool_temp_g,diverter_temp_g,diverter_temp_f,return_temp_g,return_temp_f,hx_temp_g,hx_temp_f,sg_exit_temp_g,sg_exit_temp_f,sg_entr_temp_g,sg_entr_temp_f,void_pool_05,void_pool_04,void_pool_03,void_pool_06,void_pool_02,void_pool_01,void_pool_07,void_pool_08,void_pool_09,void_pool_10,void_pool_11,void_pool_12,top_pool_pres,valve_position,top_hx_pres,bot_hx_pres,val_pres,div_pressure,void_hx_04,void_hx_01,void_rp_04,void_rp_01,void_rp_08
5.5500e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4270e+00,7.8899e+00,7.6125e+00,1.3051e+08,0.0000e+00,1.7581e+01,1.8090e+01,5.7276e+02,5.7344e+02,5.7574e+02,5.7670e+02,5.7774e+02,5.7868e+02,5.7957e+02,5.8048e+02,5.8055e+02,5.8128e+02,5.7938e+02,5.7937e+02,1.2782e+07,7.8422e+06,5.7911e+01,4.9865e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.5621e+02,1.8223e+03,2.5597e+01,0.0000e+00,0.0000e+00,2.4085e+01,0.0000e+00,0.0000e+00,0.0000e+00,8.7429e+01,0.0000e+00,0.0000e+00,8.7128e+01,2.5197e+02,6.0274e+02,5.7756e+02,6.0295e+02,5.6913e+02,3.0549e+02,3.0545e+02,3.0551e+02,3.7873e+02,5.6797e+02,5.6673e+02,5.6584e+02,5.1861e+02,5.6598e+02,5.6125e+02,5.6667e+02,5.6677e+02,5.6722e+02,5.6763e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.2399e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2335e+05,0.0000e+00,7.8261e+06,7.7359e+06,0.0000e+00,7.8378e+06,2.0953e-01,1.8766e-02,9.9871e-01,8.5048e-01,9.9975e-01
5.6004e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4167e+00,7.8218e+00,7.6751e+00,1.2739e+08,0.0000e+00,1.5226e+01,1.5712e+01,5.7309e+02,5.7384e+02,5.7634e+02,5.7739e+02,5.7853e+02,5.7956e+02,5.8053e+02,5.8152e+02,5.8160e+02,5.8239e+02,5.8034e+02,5.8034e+02,1.2784e+07,7.7786e+06,3.1774e+01,3.5257e+01,0.0000e+00,0.0000e+00,0.0000e+00,5.7892e+02,1.6075e+03,2.3736e+01,0.0000e+00,0.0000e+00,2.3390e+01,0.0000e+00,0.0000e+00,0.0000e+00,9.2516e+01,0.0000e+00,0.0000e+00,1.5230e+02,2.6637e+02,6.0275e+02,5.7837e+02,6.0296e+02,5.6915e+02,3.0554e+02,3.0550e+02,3.0556e+02,3.7871e+02,5.6680e+02,5.6617e+02,5.6555e+02,5.6018e+02,5.6570e+02,5.6014e+02,5.6611e+02,5.6620e+02,5.6666e+02,5.6709e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.2069e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2327e+05,0.0000e+00,7.7648e+06,7.7042e+06,0.0000e+00,7.7745e+06,2.9595e-01,2.1329e-02,9.7555e-01,2.2411e-01,9.9976e-01
5.6501e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4073e+00,7.7635e+00,7.6432e+00,1.2463e+08,0.0000e+00,1.3101e+01,1.3567e+01,5.7338e+02,5.7421e+02,5.7693e+02,5.7809e+02,5.7934e+02,5.8047e+02,5.8153e+02,5.8260e+02,5.8270e+02,5.8355e+02,5.8134e+02,5.8133e+02,1.2783e+07,7.7186e+06,2.3377e+01,2.8541e+01,0.0000e+00,0.0000e+00,0.0000e+00,5.1161e+02,1.4202e+03,2.3177e+01,0.0000e+00,0.0000e+00,2.3007e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.1699e+02,0.0000e+00,0.0000e+00,7.6924e+02,-3.1093e+03,6.0274e+02,5.7920e+02,6.0295e+02,5.6910e+02,3.0558e+02,3.0555e+02,3.0561e+02,3.7869e+02,5.6572e+02,5.6563e+02,5.6513e+02,5.5990e+02,5.6519e+02,5.5987e+02,5.6558e+02,5.6567e+02,5.6611e+02,5.6658e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.1744e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2319e+05,0.0000e+00,7.7043e+06,7.6528e+06,0.0000e+00,7.7146e+06,2.9369e-01,2.1918e-02,8.7300e-01,3.5685e-01,9.9926e-01
5.7001e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3972e+00,7.7926e+00,7.3660e+00,1.2213e+08,0.0000e+00,1.1125e+01,1.1576e+01,5.7367e+02,5.7459e+02,5.7755e+02,5.7883e+02,5.8019e+02,5.8143e+02,5.8258e+02,5.8375e+02,5.8386e+02,5.8479e+02,5.8240e+02,5.8239e+02,1.2779e+07,7.6612e+06,1.9914e+01,2.5594e+01,0.0000e+00,0.0000e+00,0.0000e+00,4.5130e+02,1.2534e+03,2.3163e+01,0.0000e+00,0.0000e+00,2.3061e+01,0.0000e+00,0.0000e+00,0.0000e+00,-2.2107e+02,0.0000e+00,0.0000e+00,-1.4234e+03,2.0038e+02,6.0272e+02,5.8006e+02,6.0292e+02,5.6902e+02,3.0562e+02,3.0559e+02,3.0565e+02,3.7867e+02,5.6504e+02,5.6512e+02,5.6464e+02,5.5830e+02,5.6469e+02,5.5944e+02,5.6507e+02,5.6515e+02,5.6560e+02,5.6607e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.1417e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2311e+05,0.0000e+00,7.6489e+06,7.5971e+06,0.0000e+00,7.6573e+06,2.7464e-01,2.1306e-02,6.8180e-01,6.2117e-01,9.9449e-01
5.7500e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3884e+00,7.7914e+00,7.7862e+00,1.1987e+08,0.0000e+00,9.2798e+00,9.7176e+00,5.7398e+02,5.7499e+02,5.7822e+02,5.7962e+02,5.8111e+02,5.8246e+02,5.8372e+02,5.8499e+02,5.8511e+02,5.8610e+02,5.8351e+02,5.8351e+02,1.2777e+07,7.6130e+06,2.1988e+01,2.5067e+01,0.0000e+00,0.0000e+00,0.0000e+00,3.9758e+02,1.1060e+03,2.2313e+01,0.0000e+00,0.0000e+00,2.3108e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.0202e+02,0.0000e+00,0.0000e+00,5.6632e+02,5.5009e+02,6.0270e+02,5.8096e+02,6.0291e+02,5.6891e+02,3.0566e+02,3.0563e+02,3.0570e+02,3.7866e+02,5.6461e+02,5.6468e+02,5.6419e+02,5.5784e+02,5.6423e+02,5.5800e+02,5.6464e+02,5.6472e+02,5.6517e+02,5.6563e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.1090e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2304e+05,0.0000e+00,7.5986e+06,7.5476e+06,0.0000e+00,7.6093e+06,2.7511e-01,1.9824e-02,7.5876e-01,6.2255e-01,9.7568e-01
5.8003e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3834e+00,7.8538e+00,7.4861e+00,1.1779e+08,0.0000e+00,7.5251e+00,7.9532e+00,5.7430e+02,5.7542e+02,5.7894e+02,5.8047e+02,5.8210e+02,5.8358e+02,5.8495e+02,5.8633e+02,5.8646e+02,5.8753e+02,5.8472e+02,5.8474e+02,1.2778e+07,7.5633e+06,2.3104e+01,2.5728e+01,0.0000e+00,0.0000e+00,0.0000e+00,3.5113e+02,9.7642e+02,2.2915e+01,0.0000e+00,0.0000e+00,2.2851e+01,0.0000e+00,0.0000e+00,0.0000e+00,5.4491e+01,0.0000e+00,0.0000e+00,8.5174e+01,1.8058e+02,6.0271e+02,5.8192e+02,6.0291e+02,5.6879e+02,3.0571e+02,3.0567e+02,3.0574e+02,3.7864e+02,5.6416e+02,5.6423e+02,5.6369e+02,5.5755e+02,5.6375e+02,5.5840e+02,5.6419e+02,5.6426e+02,5.6472e+02,5.6514e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.0762e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2295e+05,0.0000e+00,7.5448e+06,7.4931e+06,0.0000e+00,7.5593e+06,2.7664e-01,2.1251e-02,7.9035e-01,6.0671e-01,8.9951e-01
5.8502e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3817e+00,7.6943e+00,7.5757e+00,1.1591e+08,0.0000e+00,5.8655e+00,6.2864e+00,5.7460e+02,5.7582e+02,5.7962e+02,5.8130e+02,5.8307e+02,5.8467e+02,5.8616e+02,5.8766e+02,5.8780e+02,5.8896e+02,5.8595e+02,5.8602e+02,1.2781e+07,7.5122e+06,2.2739e+01,2.3068e+01,0.0000e+00,0.0000e+00,0.0000e+00,3.1184e+02,8.7080e+02,2.2866e+01,0.0000e+00,0.0000e+00,2.2642e+01,0.0000e+00,0.0000e+00,0.0000e+00,7.2346e+01,0.0000e+00,0.0000e+00,1.0232e+02,1.7792e+02,6.0273e+02,5.8295e+02,6.0293e+02,5.6867e+02,3.0575e+02,3.0572e+02,3.0579e+02,3.7862e+02,5.6369e+02,5.6376e+02,5.6322e+02,5.5709e+02,5.6326e+02,5.5792e+02,5.6372e+02,5.6380e+02,5.6426e+02,5.6466e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.0436e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2287e+05,0.0000e+00,7.4910e+06,7.4405e+06,0.0000e+00,7.5084e+06,2.7543e-01,2.1643e-02,7.8219e-01,6.0521e-01,8.0133e-01
5.9004e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3822e+00,7.5300e+00,7.5980e+00,1.1418e+08,0.0000e+00,4.2623e+00,4.6779e+00,5.7493e+02,5.7626e+02,5.8036e+02,5.8217e+02,5.8409e+02,5.8582e+02,5.8743e+02,5.8904e+02,5.8920e+02,5.9043e+02,5.8721e+02,5.8728e+02,1.2786e+07,7.4597e+06,2.2786e+01,2.2968e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.7726e+02,7.7994e+02,2.2571e+01,0.0000e+00,0.0000e+00,2.2502e+01,0.0000e+00,0.0000e+00,0.0000e+00,4.0777e+02,0.0000e+00,0.0000e+00,7.5720e+02,1.2653e+03,6.0275e+02,5.8399e+02,6.0295e+02,5.6854e+02,3.0579e+02,3.0576e+02,3.0583e+02,3.7860e+02,5.6320e+02,5.6328e+02,5.6272e+02,5.5661e+02,5.6274e+02,5.5729e+02,5.6324e+02,5.6332e+02,5.6375e+02,5.6421e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,6.0108e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2280e+05,0.0000e+00,7.4365e+06,7.3861e+06,0.0000e+00,7.4557e+06,2.7533e-01,2.1727e-02,7.7805e-01,6.0339e-01,7.8741e-01
5.9501e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3838e+00,7.8838e+00,7.1803e+00,1.1260e+08,0.0000e+00,2.7293e+00,3.1411e+00,5.7524e+02,5.7669e+02,5.8108e+02,5.8305e+02,5.8512e+02,5.8698e+02,5.8870e+02,5.9042e+02,5.9060e+02,5.9192e+02,5.8848e+02,5.8855e+02,1.2792e+07,7.4623e+06,2.2267e+01,2.2121e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.5028e+02,7.0970e+02,2.3184e+01,0.0000e+00,0.0000e+00,2.2531e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.2653e+01,0.0000e+00,0.0000e+00,-2.6846e+02,-2.2541e+03,6.0279e+02,5.8501e+02,6.0299e+02,5.6842e+02,3.0583e+02,3.0579e+02,3.0588e+02,3.7858e+02,5.6346e+02,5.6329e+02,5.6274e+02,5.5650e+02,5.6279e+02,5.5749e+02,5.6345e+02,5.6334e+02,5.6379e+02,5.6385e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.9784e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2272e+05,0.0000e+00,7.4405e+06,7.3893e+06,0.0000e+00,7.4579e+06,2.7692e-01,2.1395e-02,7.8008e-01,5.9907e-01,7.8249e-01
6.0001e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.3993e+00,7.7403e+00,7.6965e+00,1.1113e+08,0.0000e+00,1.2277e+00,1.6375e+00,5.7547e+02,5.7701e+02,5.8166e+02,5.8377e+02,5.8598e+02,5.8798e+02,5.8983e+02,5.9167e+02,5.9189e+02,5.9329e+02,5.8972e+02,5.8979e+02,1.2817e+07,7.4977e+06,2.4153e+01,2.3945e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.3091e+02,6.6438e+02,2.3294e+01,0.0000e+00,0.0000e+00,2.2836e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.1469e+02,0.0000e+00,0.0000e+00,3.7762e+02,5.7972e+02,6.0294e+02,5.8607e+02,6.0314e+02,5.6830e+02,3.0588e+02,3.0583e+02,3.0592e+02,3.7856e+02,5.6390e+02,5.6362e+02,5.6307e+02,5.5686e+02,5.6315e+02,5.5780e+02,5.6373e+02,5.6366e+02,5.6413e+02,5.6395e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.9458e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2264e+05,0.0000e+00,7.4806e+06,7.4269e+06,0.0000e+00,7.4934e+06,2.8770e-01,2.1258e-02,7.8575e-01,5.9600e-01,7.9008e-01
6.0504e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4218e+00,7.9502e+00,7.3427e+00,1.0975e+08,0.0000e+00,0.0000e+00,1.5487e-01,5.7553e+02,5.7717e+02,5.8198e+02,5.8421e+02,5.8655e+02,5.8868e+02,5.9065e+02,5.9261e+02,5.9291e+02,5.9441e+02,5.9081e+02,5.9092e+02,1.2848e+07,7.5142e+06,2.3911e+01,2.4253e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.2044e+02,6.4287e+02,2.2890e+01,0.0000e+00,0.0000e+00,2.2734e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.8850e+01,0.0000e+00,0.0000e+00,-1.7375e+02,-1.2845e+03,6.0313e+02,5.8714e+02,6.0333e+02,5.6817e+02,3.0592e+02,3.0587e+02,3.0597e+02,3.7854e+02,5.6408e+02,5.6378e+02,5.6321e+02,5.5712e+02,5.6327e+02,5.5837e+02,5.6386e+02,5.6382e+02,5.6428e+02,5.6411e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.9130e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2256e+05,0.0000e+00,7.4980e+06,7.4436e+06,0.0000e+00,7.5102e+06,3.0076e-01,2.1351e-02,7.7489e-01,5.7663e-01,7.9645e-01
6.1001e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4454e+00,7.7781e+00,7.4975e+00,1.0849e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7540e+02,5.7708e+02,5.8194e+02,5.8425e+02,5.8669e+02,5.8891e+02,5.9099e+02,5.9306e+02,5.9348e+02,5.9508e+02,5.9159e+02,5.9177e+02,1.2879e+07,7.5335e+06,2.2857e+01,2.3496e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.1897e+02,6.4499e+02,2.3014e+01,0.0000e+00,0.0000e+00,2.3497e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.5564e+01,0.0000e+00,0.0000e+00,1.4177e+02,3.0804e+02,6.0332e+02,5.8810e+02,6.0351e+02,5.6804e+02,3.0596e+02,3.0591e+02,3.0601e+02,3.7852e+02,5.6444e+02,5.6395e+02,5.6345e+02,5.5741e+02,5.6359e+02,5.5747e+02,5.6405e+02,5.6399e+02,5.6446e+02,5.6426e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.8806e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2248e+05,0.0000e+00,7.5391e+06,7.4740e+06,0.0000e+00,7.5294e+06,3.0188e-01,1.9240e-02,7.5645e-01,5.6814e-01,7.8961e-01
6.1501e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4690e+00,7.8802e+00,7.4916e+00,1.0731e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7513e+02,5.7682e+02,5.8165e+02,5.8398e+02,5.8646e+02,5.8875e+02,5.9090e+02,5.9306e+02,5.9359e+02,5.9530e+02,5.9198e+02,5.9226e+02,1.2911e+07,7.5514e+06,2.2528e+01,2.3125e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.2258e+02,6.5321e+02,2.2780e+01,0.0000e+00,0.0000e+00,2.2740e+01,0.0000e+00,0.0000e+00,0.0000e+00,9.5066e+01,0.0000e+00,0.0000e+00,3.4702e+02,2.7400e+02,6.0351e+02,5.8887e+02,6.0371e+02,5.6788e+02,3.0600e+02,3.0595e+02,3.0606e+02,3.7851e+02,5.6471e+02,5.6412e+02,5.6359e+02,5.5763e+02,5.6365e+02,5.5773e+02,5.6421e+02,5.6415e+02,5.6462e+02,5.6441e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.8480e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2240e+05,0.0000e+00,7.5349e+06,7.4826e+06,0.0000e+00,7.5474e+06,2.9654e-01,2.1297e-02,7.4435e-01,5.7223e-01,7.7397e-01
6.2001e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4893e+00,7.9311e+00,7.3332e+00,1.0621e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7483e+02,5.7650e+02,5.8125e+02,5.8357e+02,5.8605e+02,5.8836e+02,5.9054e+02,5.9274e+02,5.9337e+02,5.9515e+02,5.9199e+02,5.9236e+02,1.2941e+07,7.5704e+06,2.2697e+01,2.2915e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.2699e+02,6.6049e+02,2.3033e+01,0.0000e+00,0.0000e+00,2.2686e+01,0.0000e+00,0.0000e+00,0.0000e+00,4.9631e+01,0.0000e+00,0.0000e+00,-1.9181e+02,7.0109e+01,6.0369e+02,5.8931e+02,6.0388e+02,5.6771e+02,3.0605e+02,3.0598e+02,3.0610e+02,3.7849e+02,5.6500e+02,5.6429e+02,5.6373e+02,5.5774e+02,5.6379e+02,5.5864e+02,5.6439e+02,5.6433e+02,5.6479e+02,5.6459e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.8155e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2232e+05,0.0000e+00,7.5516e+06,7.4979e+06,0.0000e+00,7.5663e+06,2.9397e-01,2.1528e-02,7.4481e-01,5.7952e-01,7.5949e-01
6.2500e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.5049e+00,7.8424e+00,7.2254e+00,1.0517e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7450e+02,5.7615e+02,5.8081e+02,5.8311e+02,5.8557e+02,5.8786e+02,5.9005e+02,5.9226e+02,5.9293e+02,5.9475e+02,5.9172e+02,5.9217e+02,1.2966e+07,7.5699e+06,2.3381e+01,2.3516e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.3094e+02,6.6817e+02,2.2993e+01,0.0000e+00,0.0000e+00,2.2773e+01,0.0000e+00,0.0000e+00,0.0000e+00,4.7912e+01,0.0000e+00,0.0000e+00,2.3623e+02,2.4910e+02,6.0384e+02,5.8941e+02,6.0403e+02,5.6752e+02,3.0609e+02,3.0602e+02,3.0615e+02,3.7847e+02,5.6498e+02,5.6429e+02,5.6376e+02,5.5780e+02,5.6382e+02,5.5854e+02,5.6429e+02,5.6433e+02,5.6479e+02,5.6473e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.7831e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2224e+05,0.0000e+00,7.5549e+06,7.5020e+06,0.0000e+00,7.5657e+06,2.9623e-01,2.1340e-02,7.5074e-01,5.7979e-01,7.5425e-01
6.3003e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.5081e+00,7.8635e+00,7.0225e+00,1.0419e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7417e+02,5.7580e+02,5.8039e+02,5.8265e+02,5.8507e+02,5.8734e+02,5.8951e+02,5.9171e+02,5.9240e+02,5.9423e+02,5.9129e+02,5.9177e+02,1.2971e+07,7.4782e+06,2.2652e+01,2.3261e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.3324e+02,6.7345e+02,2.2662e+01,0.0000e+00,0.0000e+00,2.2471e+01,0.0000e+00,0.0000e+00,0.0000e+00,6.0470e+01,0.0000e+00,0.0000e+00,3.3641e+02,5.9044e+02,6.0387e+02,5.8923e+02,6.0407e+02,5.6731e+02,3.0613e+02,3.0605e+02,3.0619e+02,3.7845e+02,5.6345e+02,5.6345e+02,5.6289e+02,5.5708e+02,5.6296e+02,5.5767e+02,5.6341e+02,5.6349e+02,5.6396e+02,5.6439e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.7504e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2216e+05,0.0000e+00,7.4591e+06,7.4066e+06,0.0000e+00,7.4742e+06,2.9631e-01,2.1436e-02,7.3019e-01,5.6758e-01,7.4800e-01
6.3501e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.5002e+00,7.9011e+00,7.6068e+00,1.0327e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7385e+02,5.7545e+02,5.7997e+02,5.8220e+02,5.8459e+02,5.8682e+02,5.8897e+02,5.9114e+02,5.9185e+02,5.9367e+02,5.9079e+02,5.9128e+02,1.2956e+07,7.4322e+06,2.1522e+01,2.1897e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.3686e+02,6.7643e+02,2.2452e+01,0.0000e+00,0.0000e+00,2.2275e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.5078e+01,0.0000e+00,0.0000e+00,7.5714e+01,2.8082e+02,6.0378e+02,5.8886e+02,6.0398e+02,5.6707e+02,3.0618e+02,3.0609e+02,3.0624e+02,3.7843e+02,5.6295e+02,5.6302e+02,5.6247e+02,5.5675e+02,5.6251e+02,5.5684e+02,5.6299e+02,5.6306e+02,5.6353e+02,5.6391e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.7180e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2208e+05,0.0000e+00,7.4111e+06,7.3599e+06,0.0000e+00,7.4280e+06,2.8902e-01,2.1213e-02,7.2273e-01,5.6504e-01,7.3274e-01
6.4000e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4840e+00,7.7474e+00,7.3069e+00,1.0241e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7351e+02,5.7509e+02,5.7955e+02,5.8176e+02,5.8411e+02,5.8632e+02,5.8844e+02,5.9059e+02,5.9129e+02,5.9310e+02,5.9026e+02,5.9076e+02,1.2926e+07,7.3900e+06,2.0880e+01,2.0683e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.4133e+02,6.7832e+02,2.2176e+01,0.0000e+00,0.0000e+00,2.2568e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.4285e+01,0.0000e+00,0.0000e+00,-2.3538e+01,1.7868e+02,6.0360e+02,5.8840e+02,6.0379e+02,5.6681e+02,3.0622e+02,3.0612e+02,3.0628e+02,3.7841e+02,5.6257e+02,5.6264e+02,5.6212e+02,5.5589e+02,5.6212e+02,5.5673e+02,5.6261e+02,5.6267e+02,5.6314e+02,5.6348e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.6856e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2200e+05,0.0000e+00,7.3732e+06,7.3227e+06,0.0000e+00,7.3862e+06,2.7295e-01,2.0292e-02,7.2836e-01,6.0682e-01,7.2168e-01
6.4501e+02,4.0766e+00,3.8194e+00,5.5374e+00,6.4578e+00,7.4671e+00,7.3803e+00,1.0158e+08,0.0000e+00,0.0000e+00,0.0000e+00,5.7317e+02,5.7473e+02,5.7915e+02,5.8132e+02,5.8365e+02,5.8583e+02,5.8793e+02,5.9006e+02,5.9075e+02,5.9253e+02,5.8973e+02,5.9022e+02,1.2879e+07,7.3518e+06,2.2645e+01,2.1506e+01,0.0000e+00,0.0000e+00,0.0000e+00,2.4389e+02,6.8035e+02,2.2175e+01,0.0000e+00,0.0000e+00,2.2592e+01,0.0000e+00,0.0000e+00,0.0000e+00,1.7150e+02,0.0000e+00,0.0000e+00,7.3810e+02,1.3088e+03,6.0332e+02,5.8790e+02,6.0351e+02,5.6654e+02,3.0626e+02,3.0615e+02,3.0633e+02,3.7839e+02,5.6223e+02,5.6228e+02,5.6175e+02,5.5562e+02,5.6180e+02,5.5644e+02,5.6226e+02,5.6232e+02,5.6275e+02,5.6313e+02,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,1.0000e+00,5.6531e-01,0.0000e+00,0.0000e+00,0.0000e+00,0.0000e+00,1.2192e+05,0.0000e+00,7.3361e+06,7.2841e+06,0.0000e+00,7.3481e+06,2.7531e-01,2.0221e-02,7.6645e-01,5.9620e-01,7.2822e-01
